가수,노래 제목,벅스 링크,음악번호,가사,앨범사진,템포,배경,accumulated,love_ratio,excited_ratio,missing_ratio,앨범명,벅스 앨범 링크,장르,가사 감정,youtube search link,first video link
10,Earl St. Clair,Good Time,https://music.bugs.co.kr/track/4816303,4816303.0,"People don't dance no more
They just get out there on the floor
I bet you think you look cool
Yeah they don't play no more slow cuts
Everything is turned up
I bet you think you look cool
Uh I'm not the one to rain on parades
But you in the club in some shades
What it goin' on now a day
Is this why I stay in the house
I'm better off parked on the couch
'Cause I wanna have fun when I go out
Oh yeah uh
I work hard all week
I put in fifty hours with no sleep
So when friday comes I might just go out
Put on my sunday best and show out
I just wanna have a good time uh
I just wanna have a good time
I just wanna have a good time oh yeah
I just wanna have a good time
I just wanna have a good time
I don't get out that much
But when I do it's so clutch
The lord knows that I need a break
Oh why is everybody tough
We gotta call they bluff
I think I've had enough
Give the dj twenty bucks
Tell him play them cuts
I think it's time that we change it up
Come on uh I'm not the one
To rain on parades
But you in the club in some shades
What it goin' on now a day
Is this why I stay in the house
I'm better off parked on the couch
'Cause I wanna have fun
When I go out oh yeah
I work hard all week
I put in fifty hours with no sleep
So when friday comes
I might just go out
Put on my sunday best and show out
I just wanna have a good time uh
I just wanna have a good time
I just wanna have a good time oh yeah
I just wanna have a good time
I just wanna have a good time
Uh
Come on
Oh yeah oh yeah uh
Come on come on uh
Yeah
I just wanna have a good time uh
I just wanna have a good time
I just wanna have a good time oh yeah
I just wanna have a good time
I just wanna have a good time",https://image.bugsm.co.kr/album/images/200/6015/601560.jpg?version=20200329030010.0,보통,공항,"{'love': 15.17842428991571, 'excited': 3.071412105113268, 'longing/missing': 1.9108258932828903, 'other': 35.83399989595637}",0.2710691286959867,0.05485187311258,0.0341251436966386,Good Time,https://music.bugs.co.kr/album/601560?wl_ref=S_tr_01_04,알앤비/소울,love,https://www.youtube.com/results?search_query=Good+Time+Earl+St.+Clair,https://www.youtube.com/watch?v=bpeRTXhJbms&pp=ygUYR29vZCBUaW1lIEVhcmwgU3QuIENsYWly
11,WizTheMc,For A Minute,https://music.bugs.co.kr/track/69943549?wl_ref=list_tr_08_mab,69943549.0,"You want my love
I want your heart
Just for a minute
Come by and let me fill it
Cause
You want my love
I want your heart
Just for a minute
Come by
And let me finish
On you
You want my love
I want your heart
Just for a minute
Come by and let me fill it
Cause
You want my love
I want your heart
Just for a minute
Come by
And let me finish
On you
Summertimes dry
I need some to get around
You don't need to fall in love
Baby I just be your drug
All your friends already gone
You just looking for someone
And nobody looking back
Baby I could be your one
I could be your one
Just for a night
Maybe a week
But I don't wanna stay too long
Cause then you'll see all my weaknesses
I keep distance
To everyone I see
Is it me or you
But something making me feel brand new
Ooohoo
Feeling brand new
Ooooh
Feeling brand new
Oooohh
Feeling brand new
But it still feel like
You want my love
I want your heart
Just for a minute
Come by and let me fill it
Cause
You want my love
I want your heart
Just for a minute
Come by
And let me finish
On you
You want my love
I want your heart
Just for a minute
Come by and let me fill it
Cause
You want my love
I want your heart
Just for a minute
Come by
And let me finish
On you",https://image.bugsm.co.kr/album/images/200/143187/14318781.jpg?version=20231028004726.0,빠름,공항,"{'love': 15.015845458954573, 'excited': 0.8597584962844849, 'longing/missing': 1.7724208310246468, 'other': 47.89365952601656}",0.2291037469743681,0.013117735763214,0.0270426500268098,For A Minute,https://music.bugs.co.kr/album/14318781?wl_ref=S_tr_01_04,팝,love,https://www.youtube.com/results?search_query=For+A+Minute+WizTheMc,https://www.youtube.com/watch?v=ucIQsFfhJBg&pp=ygUVRm9yIEEgTWludXRlIFdpelRoZU1j
12,Galantis ,Satisfied,https://music.bugs.co.kr/track/5283861?wl_ref=list_tr_08_chart,5283861.0,"One hand on my shoulder
Get a little bit closer
Come on make a move yeah
Skip through all the small talk
I'mma see you with the lights off
So let's go to your room now
You know that I'm impatient
My imagination's wandering
And running wild
Can you hear that?
My heart is racing you keep up the pace
Then I might let you stay the night
I need somebody body
Their hands on my body body
You could be that somebody body
Keep me satisfied
Hear me breathing breathing
Don't want it I need it need it
We're getting heated
Come on and keep me satisfied
(Oh yeah)
Keep me satisfied
Keep me satisfied
Started on the way home
Don't stop till I say so
Just a little longer
You know when we get there
No reason to be scared nah
Come on a little stronger
You know that I'm impatient
My imagination's wandering
And running wild
Can you hear that?
My heart is racing you keep up the pace
Then I might let you stay the night
I need somebody body
Their hands on my body body
You could be that somebody body
Keep me satisfied
Hear me breathing breathing
Don't want it I need it need it
We're getting heated
Come on and keep me satisfied
I need somebody body
Their hands on my body body
You could be that somebody body
Keep me satisfied
(Oh yeah)
Keep me satisfied
Keep me satisfied
Keep me satisfied
Keep me satisfied",https://image.bugsm.co.kr/album/images/200/7636/763631.jpg?version=20181221022410.0,빠름,공항,"{'love': 7.682421894744039, 'excited': 1.6160276047885418, 'longing/missing': 0.7229364477097988, 'other': 38.914855644106865}",0.1569883923431935,0.0330231246257828,0.0147730276008281,Satisfied / Mama Look At Me Now,https://music.bugs.co.kr/album/763631?wl_ref=S_tr_01_04,일렉트로닉,love,https://www.youtube.com/results?search_query=Satisfied+Galantis+,https://www.youtube.com/watch?v=WBn8UBci5cA&pp=ygUTU2F0aXNmaWVkIEdhbGFudGlzIA%3D%3D
13,Lizzo,Juice,https://music.bugs.co.kr/track/5539184,5539184.0,"Mirror mirror on the wall
Don't say it 'cause I know I'm cute
Louis down to my drawers
LV all on my shoes
I be drippin' so much sauce
Gotta been lookin' like RAGÚ
Lit up like a crystal ball
That's cool baby so is you
That's how I roll
If I'm shinin' everybody gonna shine
I was born like this don't even gotta try
I'm like chardonnay get better over time
Heard you say I'm not the baddest
Bitch you lie
It ain't my fault that I'm out here gettin' loose
Gotta blame it on the Goose
Gotta blame it on my juice baby
It ain't my fault that I'm out here makin' news
I'm the pudding in the proof
Gotta blame it on my juice
Ya ya ee
Ya ya ee ya ya ee ya ya ee
Blame it on my juice
Blame it blame it on my juice
Ya ya ee
Ya ya ee ya ya ee ya ya ee
Blame it on my juice
Blame it blame it on my juice
No I'm not a snack at all
Look baby I'm the whole damn meal
David you ain't bein' slick
Don't dare try to cop a feel
The juice ain't worth the squeeze
If the juice don't look like this
Hold up nigga please
Don't make me have to take your bitch shit
If I'm shinin' everybody gonna shine
I was born like this don't even gotta try
I'm like chardonnay get better over time
Heard you say I'm not the baddest
Bitch you lie
It ain't my fault that I'm out here gettin' loose
Gotta blame it on the Goose
Gotta blame it on my juice baby
It ain't my fault that I'm out here makin' news
I'm the pudding in the proof
Gotta blame it on my juice
Ya ya ee
Ya ya ee ya ya ee ya ya ee
Blame it on my juice
Blame it blame it on my juice
Ya ya ee
Ya ya ee ya ya ee ya ya ee
Blame it on my juice blame it
Blame it on my juice
Ya ya ee
Somebody come get this man
I think he got lost in my DMs what?
My DMs what?
You better come get your man
I think he wanna be way
More than friends what?
More than friends
What you want me to say?
It ain't my fault that I'm out here gettin' loose
Gotta blame it on the Goose
Gotta blame it on my juice baby
It ain't my fault that I'm out here makin' news
I'm the pudding in the proof
Gotta blame it on my juice
Ya ya ee
Ya ya ee ya ya ee ya ya ee
Blame it on my juice
Blame it blame it on my juice
Ya ya ee
Ya ya ee ya ya ee ya ya ee
Blame it on my juice
Blame it blame it on my juice",https://image.bugsm.co.kr/album/images/200/8372/837234.jpg?version=20231121022605.0,빠름,공항,"{'love': 4.406000389251858, 'excited': 0.516990702599287, 'longing/missing': 7.125810457393527, 'other': 62.942852539010346}",0.058753209844746,0.0068939765215854,0.0950213799659281,Cuz I Love You (Deluxe),https://music.bugs.co.kr/album/837234?wl_ref=S_tr_01_04,"팝,알앤비/소울",love,https://www.youtube.com/results?search_query=Juice+Lizzo,https://www.youtube.com/watch?v=XaCrQL_8eMY&pp=ygULSnVpY2UgTGl6em8%3D
14,Conan Gray,Maniac,https://music.bugs.co.kr/track/5778542?wl_ref=list_tr_08_mab,5778542.0,"Maniac
You were with your friends partyin'
When the alcohol kicked in
Said you wanted me dead
So you show up at my home all alone
With a shovel and a rose
Do you think I'm a joke?
'Cause people like you always want back
What they can't have
But I'm past that and you know that
So you should turn back to your rat pack
Tell 'em I'm trash
Tell all of your friends
That I'm crazy and drive you mad
That I'm such a stalker
A watcher a psychopath
And tell 'em you hate me and dated me
Just for laughs
So why do you call me and tell me
You want me back?
You maniac
(Maniac some may say) you maniac
(Maniac some may say) you maniac
(Maniac some may say) you maniac
(Maniac some may say)
You just went too far
Wrecked your car
Called me cryin' in the dark
Now you're breakin' my heart
So I show up at your place right away
Wipe the tears off of your face
While you beg me to stay
Well people like you always want back
What they can't have
But I'm past that and you know that
So you should turn back to your rat pack
Tell 'em I'm trash
Tell all of your friends that I'm crazy
And drive you mad
That I'm such a stalker
A watcher a psychopath
And tell 'em you hate me and dated me
Just for laughs
So why do you call me and tell me
You want me back?
You maniac
(Maniac some may say) you maniac
(Maniac some may say) you maniac
(Maniac some may say) you maniac
(Maniac some may say)
Psychopathic don't be so dramatic
We had magic but you made it tragic
Now you're manic honestly I've had it
Listen to yourself
Think you need to get some help
Tell all of your friends
That I'm crazy and drive you mad
That I'm such a stalker
A watcher a psychopath
And tell 'em you hate me and dated me
Just for laughs
So why do you call me and tell me
You want me back?
You maniac
(Maniac some may say) you maniac
(Maniac some may say) you maniac
(Maniac some may say) you maniac
(Maniac some may say that I)",https://image.bugsm.co.kr/album/images/200/9459/945912.jpg?version=20220923011623.0,보통,공항,"{'love': 2.3482091948390007, 'excited': 6.757801065221429, 'longing/missing': 4.266012620180845, 'other': 51.39484008261934}",0.0362563367656935,0.1043404104518165,0.0658672108702734,Maniac,https://music.bugs.co.kr/album/945912?wl_ref=S_tr_01_04,팝,missing,https://www.youtube.com/results?search_query=Maniac+Conan+Gray,https://www.youtube.com/watch?v=-E-_IRJU5w0&pp=ygURTWFuaWFjIENvbmFuIEdyYXk%3D
15,Tuxedo,Do It,https://music.bugs.co.kr/track/31077365,31077365.0,"Ooh I got a new one for ya
I like the way that sounds
I'm 'bout to do it for ya
I like to break it down
This joint has got me open
Ooh that's my favorite song
I put my thang in motion
I do it all night long
Ooh I got a new one for ya
I like the way that sounds
I'm 'bout to do it for ya
I like to break it down
This joint has got me open
Ooh that's my favorite song
I put my thang in motion
I do it all night long
Do it do it do it
Ohhh here I go again
(I gotta hit em with a)
Do it do it do it
Do it do it do it
Do it (Again)
Ooh I got a new one for ya
I like the way that sounds
I'm 'bout to do it for ya
I like to break it down
This joint has got me open
Ooh that's my favorite song
I put my thang in motion
I do it all night long
Ooh I got a new one for ya
I like the way that sounds
I'm 'bout to do it for ya
I like to break it down
This joint has got me open
Ooh that's my favorite song
I put my thang in motion
I do it all night long
Do it Do it Do it
Ohhh here I go again
(I gotta hit em with a)
Do it Do it Do it
Do it Do it Do it
Do it (again)
I've been working hard
And now the weekend is here
(Give it your best shot
Show me what you got)
It's time to light one
Put it in the atmosphere
(Give it your best shot
Show me what you got)
I got that lightning feeling
From my head to my toes
(Give it your best shot
Show me what you got)
So tonight I'm really gonna
Let myself go
(Show me what you got)
Ooh I got a new one for ya
I like the way that sounds
I'm 'bout to do it for ya
I like to break it down
This joint has got me open
Ooh that's my favorite song
I put my thang in motion
I do it all night long
Do it, Do it, Do it
Ohhh here I go again
Do it, Do it, Do it
Do it, Do it, Do it
Do it (again)",https://image.bugsm.co.kr/album/images/200/201678/20167806.jpg?version=20180807155411.0,보통,공항,"{'love': 21.66826645191759, 'excited': 8.390929696150124, 'longing/missing': 0, 'other': 39.01536955405027}",0.3136938499962685,0.1214764017820359,0.0,Tuxedo,https://music.bugs.co.kr/album/20167806?wl_ref=S_tr_01_04,알앤비/소울,love,https://www.youtube.com/results?search_query=Do+It+Tuxedo,https://www.youtube.com/watch?v=Q-gcfQhR_9c&pp=ygUMRG8gSXQgVHV4ZWRv
16,Samm Henshaw,Broke,https://music.bugs.co.kr/track/5330094,5330094.0,"It's been a week from hell
I lost my job at five guys
My girl just kicked me out
She says I'm lame (Horns)
Maybe she's got a point
Who gets the sack from five guys?
She thinks I'm so incapable of change
But I can cut down on my sleep
Give you what you need
Take time and make time girl
I can stop procrastinating oh
Be a little more prepared
Show you that I care
I love you I swear girl oh
But tell me
If I wasn't broke ooh
Would you spend more time with me
Like you said you'd do? Oh yeah
Tell me what I'm supposed to do
'Cause the only thing
I need is to be loved by you
I'm starting out my seventh day of
Sofa surfing
Parading in my calvin's
With no shame (Good lord)
I sit and think to myself I've hit the low
But look around and see no one to blame
Maybe I can cut down on my sleep
Give you what you need
Take time and make time
I can stop procrastinating
Woah woah woah woah
Be a little more prepared
Show you that I care
I love you I swear girl oh
But tell me
If I wasn't broke ooh
Would you spend more time with me
Like you said you'd do? Oh yeah
Tell me what I'm supposed to do
'Cause the only thing
I need is to be loved by you
Oh oh oh oh oh oh oh oh oh
Oh oh
Oh oh oh oh oh oh oh oh oh
Oh oh
If I wasn't broke ooh
Would you spend more time with me
Like you said you'd do? Yeah
Tell me what I'm supposed to do
'Cause the only thing
I need is to be loved by you oh
Oh oh oh oh oh oh oh oh oh
Oh oh
Oh oh oh oh oh oh oh oh oh
Oh oh",https://image.bugsm.co.kr/album/images/200/7760/776006.jpg?version=20190613145549.0,보통,공항,"{'love': 14.966294120065868, 'excited': 3.601198971271515, 'longing/missing': 1.885071039199829, 'other': 35.2891280031763}",0.2684937171294447,0.0646051246997119,0.0338179729936778,Broke,https://music.bugs.co.kr/album/776006?wl_ref=S_tr_01_04,알앤비/소울,love,https://www.youtube.com/results?search_query=Broke+Samm+Henshaw,https://www.youtube.com/watch?v=fe0Enf31npc&pp=ygUSQnJva2UgU2FtbSBIZW5zaGF3
17,Hadji Gaviota,Hittin’ Different,https://music.bugs.co.kr/track/31812421?wl_ref=list_tr_08_mab,31812421.0,"Every little thing we try
Turns into fire fire
Your skin burns through my fingertips
Can't be identified fied
If you tied me in the trunk and drove away
You'd prolly get away
But the car radio is playing this song
'Cause the Bluetooth reaches this far
I could put some good shit on
Before you toss me to the side of the road
Ooh ooh ooh
Finger lickin' good (So good good)
You're hittin' different
(You're hittin' different)
And you might throw me to the wolves but
I'm kinda tough (Tough)
And you're hittin' different
(You're hittin' different)
Oh I think she like me (In my white tee)
Think she tryna link our (Sovereignty)
Put it on a tee for me and I still might miss
(True shit)
Nothing that I love like self destruction
Ain't no better rush than a bomb
So my feet keep tapping for a mine to trip
If you stowed me on a plane and flew away
You'd prolly get away
With the PA speakers playing this song
I know you're gonna throw me off (Me me)
But I could put some good shit on
Before I'm splattered on the side of the road
Ooh ooh ooh
Finger lickin' good (So good good)
You're hittin' different (You're hittin' different)
And you might throw me to the wolves but
I'm kinda tough (Tough)
And you're hittin' different
(You're hittin' different)
Ooh said my shadow loves a good light
And I'm hanging on for dear life (Life)
Said I'm hanging on for dear life
Ooh da doo da
Ooh ooh ooh
Finger lickin' good
You're hittin' different
(Yeah yeah yeah yeah)
And you might throw me
To the wolves but (Yeah)
I'm kinda tough
And you're hittin' different
Doo doo da da da da da da
(You're hittin' you're hittin'
You're hittin' different)
Doo doo da da da da da da
(You're hittin' you're hittin'
You're hittin' different)
Doo doo da da da da da da
(You're hittin' you're hittin'
You're hittin' different)
Doo doo dee doo dee",https://image.bugsm.co.kr/album/images/200/203014/20301469.jpg?version=20220104223815.0,보통,공항,"{'love': 6.281030613929033, 'excited': 0.5201120916754007, 'longing/missing': 3.2406332343816757, 'other': 48.031021328642964}",0.1081578795812897,0.008956208692161,0.055802947107772,Hittin' Different,https://music.bugs.co.kr/album/20301469?wl_ref=S_tr_01_04,팝,love,https://www.youtube.com/results?search_query=Hittin%E2%80%99+Different+Hadji+Gaviota,https://www.youtube.com/watch?v=LcSV76mJT-s&pp=ygUhSGl0dGlu4oCZIERpZmZlcmVudCBIYWRqaSBHYXZpb3Rh
18,정국,Seven (feat. Latto) - Clean Ver.,https://music.bugs.co.kr/track/6207490?wl_ref=list_tr_08_chart,6207490.0,"Weight of the world on your shoulders
I kiss your waist and ease your mind
I must be favored to know ya
I take my hands and trace your lines

It's the way that we can ride
It's the way that we can ride
Think I met you in another life
So break me off another time

You wrap around me and you give me life
And that's why night after night
I'll be lovin' you right

Monday Tuesday Wednesday Thursday Friday 
Saturday Sunday (a week)
Monday Tuesday Wednesday Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I'll be lovin' you right
Seven days a week

You love when I jump right in
All of me I'm offering
Show you what devotion is
Deeper than the ocean is
Wind it back I'll take it slow
Leave you with that afterglow
Show you what devotion is
Deeper than the ocean is

It's the way that we can ride
It's the way that we can ride
Think I met you in another life
So break me off another time

You wrap around me and you give me life
And that's why night after night
I'll be lovin' you right

Monday Tuesday Wednesday Thursday Friday
Saturday Sunday (a week)
Monday Tuesday Wednesday Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I'll be lovin' you right
Seven days a week

Monday Tuesday Wednesday Thursday Friday 
Saturday Sunday (a week)
Monday Tuesday Wednesday Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I'll be lovin' you right
Seven days a week

Tightly take control
Tightly take his soul 
Take your phone and put it in the camera roll 
Leave them clothes at the door
What you waiting for, 
better come and hit ya goals 
He jump in it both feet
Going to the sun-up, we ain't getting no sleep 
Seven days a week, seven different sheets, 
seven different angles 
I can be your fantasy  

Open up say ahhh 
Come here baby let me swallow your pride 
What you on I can match your vibe 
Hit me up and I'mma Cha Cha Slide

You make Mondays feel like weekends 
I make him never think about cheatin'
Got you skipping work and meetings, let's sleep in
 
Seven days a week
Monday Tuesday Wednesday Thursday Friday 
Saturday Sunday (a week)
Monday Tuesday Wednesday Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I'll be lovin' you right
Seven days a week

Monday Tuesday Wednesday Thursday Friday 
Saturday Sunday (a week)
Monday Tuesday Wednesday Thursday Friday
Seven days a week
Every hour every minute every second
You know night after night
I'll be lovin' you right
Seven days a week",https://image.bugsm.co.kr/album/images/200/40889/4088912.jpg?version=20230906160534.0,빠름,공항,"{'love': 15.668496518395841, 'excited': 4.778891002759337, 'longing/missing': 0.11461775191128254, 'other': 73.64424504572526}",0.1663211991282321,0.0507279611128527,0.0012166682308596,Seven (feat. Latto) - Clean Ver.,https://music.bugs.co.kr/album/4088912?wl_ref=S_tr_01_04,댄스/팝,love,https://www.youtube.com/results?search_query=Seven+%28feat.+Latto%29+-+Clean+Ver.+%EC%A0%95%EA%B5%AD,https://www.youtube.com/watch?v=Vs64cZbeY88&pp=ygUnU2V2ZW4gKGZlYXQuIExhdHRvKSAtIENsZWFuIFZlci4g7KCV6rWt
19,"투모로우바이투게더, Jonas Brothers",Do It Like That,https://music.bugs.co.kr/track/6206290?wl_ref=list_tr_08,6206290.0,"You get me so off track
Been spinnin' for miles 
But I think that you like that 
Can't deny it

You bringin' my life back
And you doin' it in style
You came with that jet pack 
Now we flyin'

Every time I'm with you like a time machine 
Makin' everybody jealous like you 17
On God you the cover of a magazine
Got me feelin' like damn

Oh my God
Don't know how you do it like that
Yeah, oh my God
Don't know how you do it like that

Blow my mind
Then somehow you bring it right back 
Yeah, oh my God 
Don't know how you do it like that

Some things you can't fake it
Some things you just feel
Got plans we ain't made yet
It's whatever 

You throwin' that drink back
You stayin' a while
You rockin' that fit 
That's makin' all them strangers smile

Every time I'm with you like a time machine 
Makin' everybody jealous like you 17
On God you the cover of a magazine
Got me feelin' like damn

Oh my God
Don't know how you do it like that
Yeah, oh my God 
Don't know how you do it like that

Blow my mind
Then somehow you bring it right back 
Yeah, oh my God 
Don't know how you do it like that

You sendin' signals and them waves go far
Got people dancin' up on top of their cars

You sendin' signals and them waves go far
Yeah, oh my God
Don't know how you do it like that

Oh my God
You blowin' my mind like that
Oh my God
The way that you bring it right back

Oh my God
You blowin' my mind like that
Oh my God
The way that you bring it right back

Oh my God
Don't know how you do it like that
Yeah, oh my God
Don't know how you do it like that

Blow my mind
Then somehow you bring it right back 
Yeah, oh my God 
Don't know you do it like that

You sendin' signals and them waves go far
Got people dancin' up on top of their cars

You sendin' signals and them waves go far
Yeah, oh my God
Don't know how you do it like that",https://image.bugsm.co.kr/album/images/200/40885/4088577.jpg?version=20230708073005.0,보통,공항,"{'love': 2.046897379681468, 'excited': 13.918004564009607, 'longing/missing': 1.8747039176523685, 'other': 63.8358090268448}",0.0250613649466442,0.1704062915757824,0.0229530994145397,Do It Like That,https://music.bugs.co.kr/album/4088577?wl_ref=S_tr_01_04,댄스/팝,excited,https://www.youtube.com/results?search_query=Do+It+Like+That+%ED%88%AC%EB%AA%A8%EB%A1%9C%EC%9A%B0%EB%B0%94%EC%9D%B4%ED%88%AC%EA%B2%8C%EB%8D%94%2C+Jonas+Brothers,https://www.youtube.com/watch?v=C0EYKxF1oTI&pp=ygU7RG8gSXQgTGlrZSBUaGF0IO2IrOuqqOuhnOyasOuwlOydtO2IrOqyjOuNlCwgSm9uYXMgQnJvdGhlcnM%3D
20,방탄소년단,Dynamite,https://music.bugs.co.kr/track/31999479,31999479.0,"Cos ah ah I'm in the stars tonight
So watch me bring the fire
and set the night alight
Shoes on get up in the morn
Cup of milk let's rock and roll
King Kong kick the drum rolling on
like a rolling stone
Sing song when I'm walking home
Jump up to the top LeBron
Ding dong call me on my phone
Ice tea and a game of ping pong
This is getting heavy
Can you hear the bass boom I'm ready
Life is sweet as honey
Yeah this beat cha ching like money
Disco overload
I'm into that I'm good to go
I'm diamond you know I glow up
Hey so let's go
Cos ah ah I'm in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I'mma light it up like dynamite woah
Bring a friend join the crowd
Whoever wanna come along
Word up talk the talk just move like
we off the wall
Day or night the sky's alight
So we dance to the break of dawn
Ladies and gentlemen
I got the medicine
so you should keep ya eyes
on the ball huh
This is getting heavy
Can you hear the bass boom I'm ready
Life is sweet as honey
Yeah this beat cha ching like money
Disco overload I'm into that I'm good to go
I'm diamond you know I glow up
Let's go
Cos ah ah I'm in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I'mma light it up like dynamite woah
Dynnnnnanana life is dynamite
Dynnnnnanana life is dynamite
Shining through the city
with a little funk and soul
So I'mma light it up like dynamite woah
Dynnnnnanana eh
Dynnnnnanana eh
Dynnnnnanana eh
Light it up like dynamite
Dynnnnnanana eh
Dynnnnnanana eh
Dynnnnnanana eh
Light it up like dynamite
Cos ah ah I'm in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I'mma light it up like dynamite
Cos ah ah I'm in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I'mma light it up like dynamite woah
Dynnnnnanana life is dynamite
Dynnnnnanana life is dynamite
Shining through the city
with a little funk and soul
So I'mma light it up like dynamite woah",https://image.bugsm.co.kr/album/images/200/203449/20344912.jpg?version=20221130004443.0,빠름,공항,"{'love': 3.443705104291439, 'excited': 7.14949213154614, 'longing/missing': 0.06183218955993652, 'other': 63.42111651971936}",0.0464887186064308,0.0965154442138932,0.0008347112119702,Dynamite (DayTime Version),https://music.bugs.co.kr/album/20344912?wl_ref=S_tr_01_04,댄스/팝,excited,https://www.youtube.com/results?search_query=Dynamite+%EB%B0%A9%ED%83%84%EC%86%8C%EB%85%84%EB%8B%A8,https://www.youtube.com/watch?v=gdZLi9oWNZg&pp=ygUYRHluYW1pdGUg67Cp7YOE7IaM64WE64uo
21,죠지,bird (Feat. 김아일),https://music.bugs.co.kr/track/6195439?wl_ref=list_tr_08_chart,6195439.0,"They're goin through that time
Flutter wings to the highlight
Take it off your self tight
Let me just out oh it's so tight
plz shout out someone out there?
When I realize that wrong
No one tells me that's matter
I'm just bird in a cage
Singing like lalala
forever -
of course I'm gonna be new type
(close your eyes and make a circle)
look at that bird
it was made from light
explore that we don't know
keep runnin circle
look at that bird
they're goin through that time
explore that we don't know
keep runnin circle
Excuse me I overheard once every life is great
It comes in different shape in different size
in different race
Is that why we are so often indifferent
I thought of this on back of my momma's car
Riffing how bad kids turn out to be
My momma stopped the wheels
and gave the stare
Re-cyphering old verses i wrote
That she thought were stale
This was back
when I used to curse on every verse
Handwriting 'em word for word
No sense of sinning at first
That shamelessness' overturned
I'm feeling like healing by killing my-old-self
Hinging like Ophelia or Lilith
I know it's silly but really
I barely cope and survive
If birds would crumble that pie
Thats what I sought to get by
Is it just life that I be circling?
I thought to myself
as I'm watching birds flopping away
From window of my momma's car
I know it's just a monologue
At times I feel delusional
I swear I'll call more often",https://image.bugsm.co.kr/album/images/200/40852/4085215.jpg?version=20230425020636.0,보통,공항,"{'love': 2.5994544308632612, 'excited': 1.5112225711345673, 'longing/missing': 1.4449825752526522, 'other': 40.230489866342396}",0.0567738161529767,0.0330061075128483,0.0315593818832227,FRR,https://music.bugs.co.kr/album/4085215?wl_ref=S_tr_01_04,알앤비/소울,excited,https://www.youtube.com/results?search_query=bird+%28Feat.+%EA%B9%80%EC%95%84%EC%9D%BC%29+%EC%A3%A0%EC%A7%80,https://www.youtube.com/watch?v=s65LFJ6IL7s&pp=ygUdYmlyZCAoRmVhdC4g6rmA7JWE7J28KSDso6Dsp4A%3D
